q1,q2,q3,q4,f1,f2,f3,f4,f5,target
0.58,0.7,-0.11,-0.4,363.0,837.0,904.0,878.0,1050.0,four
0.58,0.7,-0.08,-0.39,363.0,830.0,900.0,891.0,1048.0,four
0.58,0.71,-0.07,-0.38,368.0,842.0,908.0,894.0,1037.0,four
0.58,0.72,-0.05,-0.37,359.0,833.0,911.0,888.0,1048.0,four
0.58,0.73,-0.04,-0.35,357.0,825.0,907.0,883.0,1040.0,four
0.59,0.74,-0.02,-0.34,355.0,828.0,905.0,888.0,1048.0,four
0.59,0.75,-0.01,-0.32,360.0,845.0,900.0,884.0,1045.0,four
0.59,0.75,0.01,-0.3,351.0,838.0,898.0,883.0,1051.0,four
0.59,0.75,0.04,-0.28,347.0,828.0,892.0,880.0,1051.0,four
0.59,0.76,0.06,-0.27,346.0,840.0,918.0,887.0,1046.0,four
0.6,0.76,0.08,-0.25,344.0,835.0,900.0,892.0,1038.0,four
0.6,0.76,0.09,-0.24,347.0,832.0,897.0,889.0,1030.0,four
0.61,0.75,0.11,-0.23,341.0,826.0,895.0,880.0,1048.0,four
0.61,0.75,0.14,-0.22,339.0,832.0,904.0,892.0,1045.0,four
0.62,0.74,0.16,-0.2,346.0,828.0,888.0,892.0,1043.0,four
0.62,0.74,0.19,-0.18,351.0,821.0,897.0,894.0,1043.0,four
0.62,0.73,0.21,-0.17,353.0,826.0,894.0,896.0,1048.0,four
0.63,0.73,0.22,-0.15,369.0,825.0,891.0,896.0,1053.0,four
0.63,0.73,0.23,-0.14,342.0,824.0,910.0,894.0,1046.0,four
0.63,0.73,0.24,-0.13,358.0,826.0,905.0,883.0,1050.0,four
0.64,0.72,0.25,-0.11,381.0,825.0,915.0,887.0,1038.0,four
0.64,0.71,0.27,-0.1,366.0,824.0,925.0,889.0,1045.0,four
0.64,0.7,0.29,-0.08,382.0,824.0,917.0,894.0,1037.0,four
0.65,0.69,0.31,-0.06,382.0,831.0,917.0,889.0,1038.0,four
0.65,0.68,0.33,-0.04,417.0,823.0,912.0,889.0,1041.0,four
0.66,0.67,0.34,-0.02,418.0,829.0,907.0,891.0,1032.0,four
0.67,0.65,0.36,-0.01,438.0,838.0,907.0,884.0,1050.0,four
0.67,0.64,0.38,0.01,432.0,836.0,917.0,875.0,1051.0,four
0.67,0.63,0.39,0.02,421.0,843.0,908.0,875.0,1054.0,four
0.67,0.62,0.41,0.04,429.0,842.0,917.0,882.0,1048.0,four
0.67,0.6,0.43,0.05,417.0,840.0,914.0,878.0,1056.0,four
0.67,0.59,0.45,0.06,419.0,839.0,908.0,880.0,1054.0,four
0.66,0.57,0.48,0.08,415.0,840.0,910.0,873.0,1067.0,four
0.66,0.55,0.5,0.1,405.0,844.0,920.0,871.0,1056.0,four
0.66,0.53,0.53,0.12,404.0,836.0,912.0,873.0,1067.0,four
0.65,0.5,0.55,0.14,405.0,840.0,918.0,870.0,1062.0,four
0.65,0.48,0.57,0.15,401.0,837.0,928.0,869.0,1066.0,four
0.65,0.46,0.58,0.16,385.0,830.0,914.0,870.0,1064.0,four
0.64,0.45,0.6,0.18,381.0,830.0,907.0,867.0,1074.0,four
0.63,0.44,0.61,0.2,395.0,829.0,912.0,862.0,1074.0,four
0.61,0.43,0.63,0.23,394.0,828.0,902.0,865.0,1075.0,four
0.59,0.41,0.64,0.25,396.0,828.0,915.0,866.0,1074.0,four
0.57,0.4,0.66,0.28,404.0,822.0,910.0,867.0,1072.0,four
0.55,0.38,0.67,0.31,408.0,819.0,914.0,873.0,1070.0,four
0.53,0.36,0.69,0.34,403.0,817.0,912.0,873.0,1062.0,four
0.51,0.32,0.71,0.36,403.0,821.0,914.0,878.0,1069.0,four
0.48,0.29,0.74,0.37,392.0,812.0,928.0,892.0,1070.0,four
0.45,0.25,0.76,0.39,388.0,819.0,938.0,887.0,1066.0,four
0.43,0.23,0.78,0.4,384.0,822.0,932.0,883.0,1067.0,four
0.41,0.21,0.78,0.41,380.0,815.0,930.0,889.0,1075.0,four
0.4,0.2,0.79,0.43,378.0,832.0,951.0,885.0,1074.0,four
0.39,0.2,0.79,0.44,383.0,833.0,942.0,884.0,1070.0,four
0.39,0.19,0.78,0.44,413.0,826.0,940.0,870.0,1069.0,four
0.39,0.19,0.78,0.45,402.0,825.0,928.0,870.0,1064.0,four
0.4,0.19,0.77,0.45,414.0,826.0,942.0,861.0,1064.0,four
0.41,0.2,0.77,0.45,411.0,826.0,940.0,864.0,1069.0,four
0.42,0.21,0.76,0.44,392.0,814.0,932.0,874.0,1066.0,four
0.43,0.23,0.76,0.43,383.0,812.0,925.0,873.0,1056.0,four
0.44,0.25,0.76,0.42,396.0,815.0,925.0,865.0,1054.0,four
0.45,0.27,0.74,0.42,394.0,818.0,922.0,866.0,1059.0,four
0.46,0.28,0.73,0.42,408.0,814.0,924.0,861.0,1059.0,four
0.47,0.29,0.72,0.42,410.0,809.0,917.0,864.0,1064.0,four
0.48,0.3,0.71,0.42,413.0,812.0,905.0,856.0,1059.0,four
0.49,0.31,0.7,0.42,416.0,808.0,912.0,861.0,1056.0,four
0.49,0.32,0.7,0.41,417.0,803.0,901.0,857.0,1059.0,four
0.49,0.33,0.69,0.41,418.0,809.0,904.0,848.0,1059.0,four
0.49,0.34,0.69,0.41,435.0,815.0,908.0,856.0,1062.0,four
0.5,0.34,0.69,0.41,447.0,815.0,912.0,857.0,1058.0,four
0.5,0.35,0.68,0.4,430.0,819.0,901.0,861.0,1066.0,four
0.5,0.35,0.68,0.39,441.0,821.0,912.0,861.0,1061.0,four
0.5,0.36,0.68,0.39,421.0,826.0,917.0,861.0,1064.0,four
0.51,0.38,0.68,0.38,407.0,829.0,928.0,864.0,1077.0,four
0.51,0.39,0.68,0.37,371.0,832.0,935.0,878.0,1080.0,four
0.51,0.4,0.67,0.36,353.0,831.0,937.0,875.0,1067.0,four
0.51,0.41,0.67,0.35,331.0,819.0,932.0,875.0,1064.0,four
0.51,0.42,0.67,0.33,305.0,832.0,920.0,870.0,1064.0,four
0.51,0.44,0.67,0.32,288.0,837.0,918.0,871.0,1075.0,four
0.51,0.45,0.67,0.3,288.0,850.0,924.0,867.0,1067.0,four
0.5,0.47,0.67,0.28,264.0,843.0,924.0,867.0,1053.0,four
0.5,0.49,0.67,0.27,243.0,838.0,922.0,869.0,1067.0,four
0.49,0.5,0.66,0.25,252.0,840.0,908.0,870.0,1072.0,four
0.5,0.52,0.66,0.24,251.0,832.0,907.0,862.0,1067.0,four
0.5,0.53,0.64,0.21,246.0,836.0,901.0,870.0,1067.0,four
0.52,0.56,0.62,0.18,233.0,826.0,905.0,866.0,1072.0,four
0.53,0.58,0.6,0.15,241.0,839.0,898.0,873.0,1074.0,four
0.54,0.61,0.56,0.1,223.0,825.0,952.0,897.0,1074.0,four
0.55,0.64,0.53,0.05,196.0,829.0,974.0,907.0,1079.0,four
0.57,0.65,0.5,0.02,211.0,826.0,971.0,898.0,1069.0,four
0.59,0.67,0.45,-0.03,203.0,837.0,970.0,901.0,1054.0,four
0.6,0.7,0.37,-0.09,203.0,837.0,980.0,894.0,1064.0,four
0.62,0.71,0.31,-0.14,208.0,842.0,970.0,905.0,1072.0,four
0.63,0.71,0.27,-0.16,191.0,839.0,957.0,907.0,1075.0,four
0.63,0.72,0.24,-0.17,196.0,835.0,942.0,898.0,1083.0,four
0.64,0.72,0.22,-0.18,193.0,836.0,938.0,894.0,1083.0,four
0.63,0.73,0.18,-0.2,179.0,837.0,954.0,893.0,1061.0,four
0.62,0.74,0.14,-0.22,183.0,824.0,942.0,883.0,1040.0,four
0.62,0.74,0.13,-0.22,182.0,825.0,942.0,874.0,1043.0,four
0.63,0.74,0.15,-0.21,186.0,818.0,930.0,870.0,1048.0,four
0.63,0.74,0.16,-0.2,182.0,818.0,942.0,876.0,1038.0,four
0.63,0.74,0.15,-0.2,185.0,812.0,934.0,884.0,1058.0,four
0.62,0.74,0.16,-0.2,175.0,807.0,928.0,887.0,1058.0,four
0.62,0.74,0.15,-0.2,169.0,804.0,918.0,888.0,1035.0,four
0.62,0.74,0.15,-0.2,171.0,816.0,931.0,880.0,1029.0,four
0.62,0.74,0.15,-0.2,167.0,819.0,937.0,880.0,1032.0,four
0.62,0.74,0.15,-0.2,171.0,818.0,927.0,889.0,1045.0,four
0.62,0.75,0.15,-0.2,176.0,819.0,955.0,906.0,1051.0,four
0.61,0.75,0.15,-0.2,165.0,811.0,948.0,910.0,1029.0,four
0.61,0.75,0.15,-0.2,189.0,828.0,931.0,919.0,959.0,four
0.61,0.75,0.15,-0.21,172.0,859.0,948.0,934.0,885.0,four
0.61,0.75,0.15,-0.21,147.0,840.0,954.0,946.0,961.0,four
0.6,0.75,0.16,-0.21,136.0,852.0,984.0,948.0,870.0,four
0.59,0.76,0.17,-0.21,179.0,844.0,975.0,938.0,903.0,four
0.59,0.76,0.17,-0.2,184.0,847.0,987.0,934.0,880.0,four
0.59,0.76,0.16,-0.21,209.0,836.0,1008.0,943.0,885.0,four
0.6,0.75,0.15,-0.22,192.0,832.0,994.0,932.0,896.0,four
0.61,0.75,0.1,-0.25,198.0,857.0,1008.0,920.0,908.0,four
0.62,0.74,0.05,-0.27,221.0,867.0,992.0,911.0,929.0,four
0.63,0.72,0.03,-0.28,261.0,863.0,987.0,917.0,974.0,four
0.65,0.71,0.02,-0.28,270.0,869.0,971.0,912.0,956.0,four
0.66,0.69,0.02,-0.28,301.0,838.0,941.0,928.0,945.0,four
0.68,0.68,0.02,-0.29,342.0,849.0,938.0,925.0,953.0,four
0.69,0.67,0.03,-0.28,335.0,849.0,931.0,916.0,941.0,four
0.69,0.67,0.03,-0.28,303.0,844.0,920.0,914.0,932.0,four
0.68,0.67,0.03,-0.28,296.0,837.0,910.0,911.0,898.0,four
0.68,0.68,0.02,-0.28,252.0,876.0,922.0,907.0,877.0,four
0.68,0.68,0.03,-0.28,248.0,899.0,912.0,908.0,893.0,four
0.68,0.68,0.03,-0.27,226.0,876.0,861.0,925.0,906.0,four
0.68,0.68,0.03,-0.27,248.0,872.0,821.0,919.0,898.0,four
0.68,0.68,0.04,-0.26,288.0,865.0,810.0,906.0,904.0,four
0.68,0.68,0.04,-0.26,302.0,865.0,782.0,915.0,930.0,four
0.68,0.68,0.04,-0.26,298.0,863.0,767.0,906.0,937.0,four
0.69,0.67,0.05,-0.27,302.0,859.0,768.0,901.0,951.0,four
0.69,0.67,0.05,-0.27,278.0,859.0,765.0,905.0,950.0,four
0.69,0.67,0.04,-0.27,259.0,849.0,745.0,882.0,956.0,four
0.7,0.66,0.05,-0.28,259.0,840.0,717.0,860.0,954.0,four
0.7,0.65,0.05,-0.3,256.0,839.0,717.0,846.0,970.0,four
0.71,0.63,0.05,-0.31,265.0,837.0,707.0,847.0,962.0,four
0.71,0.63,0.05,-0.32,278.0,843.0,721.0,838.0,958.0,four
0.71,0.63,0.04,-0.32,280.0,832.0,758.0,838.0,940.0,four
0.71,0.63,0.04,-0.31,272.0,838.0,761.0,839.0,945.0,four
0.71,0.64,0.04,-0.3,277.0,860.0,758.0,839.0,938.0,four
0.71,0.64,0.04,-0.29,281.0,864.0,755.0,847.0,937.0,four
0.72,0.63,0.05,-0.29,278.0,852.0,761.0,829.0,933.0,four
0.72,0.63,0.05,-0.29,300.0,858.0,755.0,835.0,945.0,four
0.72,0.63,0.06,-0.28,323.0,866.0,762.0,828.0,958.0,four
0.72,0.63,0.06,-0.28,336.0,853.0,761.0,842.0,941.0,four
0.72,0.63,0.06,-0.28,360.0,865.0,774.0,844.0,958.0,four
0.72,0.64,0.06,-0.27,356.0,870.0,775.0,832.0,951.0,four
0.72,0.64,0.06,-0.27,347.0,863.0,800.0,847.0,948.0,four
0.72,0.64,0.06,-0.26,348.0,872.0,800.0,838.0,959.0,four
0.72,0.64,0.06,-0.26,348.0,880.0,808.0,841.0,961.0,four
0.72,0.64,0.07,-0.26,338.0,879.0,807.0,841.0,961.0,four
0.72,0.64,0.07,-0.26,344.0,886.0,825.0,853.0,964.0,four
0.72,0.64,0.07,-0.25,328.0,884.0,852.0,853.0,966.0,four
0.72,0.64,0.07,-0.25,306.0,901.0,875.0,855.0,975.0,four
0.72,0.65,0.08,-0.24,320.0,912.0,875.0,874.0,961.0,four
0.71,0.66,0.08,-0.22,339.0,897.0,924.0,901.0,970.0,four
0.7,0.68,0.09,-0.21,284.0,907.0,921.0,914.0,961.0,four
0.69,0.69,0.1,-0.19,259.0,894.0,921.0,910.0,937.0,four
0.69,0.7,0.1,-0.17,229.0,893.0,927.0,897.0,929.0,four
0.68,0.7,0.1,-0.16,243.0,881.0,932.0,905.0,929.0,four
0.68,0.71,0.11,-0.14,244.0,895.0,944.0,900.0,962.0,four
0.68,0.71,0.12,-0.12,232.0,883.0,947.0,907.0,945.0,four
0.69,0.71,0.12,-0.11,211.0,888.0,942.0,914.0,951.0,four
0.69,0.71,0.13,-0.11,205.0,867.0,942.0,908.0,956.0,four
0.7,0.7,0.13,-0.12,201.0,866.0,937.0,914.0,945.0,four
0.7,0.69,0.13,-0.12,201.0,851.0,931.0,900.0,919.0,four
0.71,0.68,0.14,-0.13,189.0,850.0,927.0,889.0,917.0,four
0.71,0.68,0.14,-0.14,188.0,847.0,938.0,893.0,920.0,four
0.71,0.68,0.14,-0.14,184.0,844.0,940.0,907.0,950.0,four
0.71,0.68,0.15,-0.13,180.0,846.0,928.0,888.0,945.0,four
0.7,0.68,0.14,-0.13,179.0,846.0,924.0,883.0,932.0,four
0.7,0.68,0.14,-0.13,180.0,838.0,921.0,887.0,924.0,four
0.7,0.68,0.14,-0.14,185.0,838.0,918.0,883.0,945.0,four
0.71,0.68,0.14,-0.14,183.0,835.0,912.0,883.0,929.0,four
0.71,0.68,0.14,-0.14,180.0,836.0,920.0,887.0,922.0,four
0.71,0.68,0.14,-0.14,191.0,840.0,917.0,879.0,924.0,four
0.71,0.68,0.14,-0.14,192.0,842.0,922.0,884.0,933.0,four
0.71,0.68,0.14,-0.14,186.0,842.0,930.0,887.0,922.0,four
0.7,0.68,0.14,-0.14,186.0,838.0,920.0,880.0,940.0,four
0.7,0.68,0.14,-0.14,190.0,837.0,925.0,879.0,922.0,four
0.7,0.69,0.14,-0.14,184.0,835.0,928.0,884.0,919.0,four
0.7,0.69,0.14,-0.14,182.0,833.0,930.0,874.0,911.0,four
0.7,0.69,0.14,-0.14,184.0,828.0,931.0,887.0,929.0,four
0.7,0.69,0.14,-0.13,197.0,832.0,932.0,887.0,927.0,four
0.7,0.69,0.15,-0.13,182.0,837.0,930.0,885.0,930.0,four
0.7,0.69,0.14,-0.13,179.0,836.0,928.0,894.0,954.0,four
0.7,0.69,0.14,-0.12,193.0,838.0,932.0,894.0,964.0,four
0.69,0.7,0.14,-0.12,194.0,839.0,927.0,878.0,967.0,four
0.69,0.7,0.13,-0.12,222.0,854.0,928.0,885.0,959.0,four
0.69,0.7,0.13,-0.12,231.0,858.0,930.0,893.0,975.0,four
0.7,0.7,0.12,-0.13,240.0,861.0,924.0,896.0,948.0,four
0.7,0.69,0.12,-0.13,226.0,845.0,925.0,907.0,943.0,four
0.7,0.69,0.12,-0.14,232.0,852.0,914.0,893.0,938.0,four
0.7,0.69,0.12,-0.14,235.0,850.0,917.0,882.0,933.0,four
0.7,0.69,0.12,-0.15,222.0,856.0,908.0,896.0,927.0,four
0.7,0.68,0.12,-0.16,227.0,852.0,912.0,888.0,924.0,four
0.71,0.68,0.12,-0.16,253.0,859.0,912.0,864.0,917.0,four
0.71,0.67,0.12,-0.17,270.0,845.0,924.0,879.0,924.0,four
0.71,0.67,0.11,-0.18,270.0,847.0,911.0,878.0,929.0,four
0.71,0.67,0.11,-0.19,267.0,857.0,922.0,875.0,924.0,four
0.71,0.67,0.1,-0.19,285.0,859.0,905.0,880.0,925.0,four
0.71,0.67,0.1,-0.19,272.0,839.0,895.0,867.0,938.0,four
0.7,0.67,0.09,-0.2,278.0,837.0,894.0,864.0,932.0,four
0.7,0.68,0.07,-0.23,269.0,839.0,884.0,867.0,946.0,four
0.68,0.69,0.04,-0.25,264.0,845.0,881.0,858.0,932.0,four
0.66,0.69,0.01,-0.29,271.0,851.0,881.0,858.0,930.0,four
0.65,0.69,-0.02,-0.32,266.0,871.0,878.0,860.0,919.0,four
0.65,0.67,-0.06,-0.36,254.0,861.0,874.0,861.0,911.0,four
0.65,0.65,-0.1,-0.39,264.0,859.0,868.0,867.0,906.0,four
0.64,0.63,-0.13,-0.42,277.0,838.0,862.0,855.0,919.0,four
0.64,0.61,-0.15,-0.45,276.0,839.0,861.0,851.0,938.0,four
0.63,0.6,-0.17,-0.46,294.0,847.0,845.0,855.0,929.0,four
0.63,0.59,-0.18,-0.48,295.0,851.0,851.0,850.0,924.0,four
0.62,0.58,-0.19,-0.49,305.0,883.0,855.0,842.0,920.0,four
0.62,0.58,-0.2,-0.49,301.0,869.0,861.0,846.0,904.0,four
0.62,0.58,-0.19,-0.49,286.0,872.0,860.0,838.0,922.0,four
0.62,0.58,-0.19,-0.49,304.0,872.0,848.0,837.0,920.0,four
0.62,0.59,-0.18,-0.47,285.0,872.0,860.0,846.0,940.0,four
0.63,0.61,-0.17,-0.46,307.0,878.0,861.0,846.0,937.0,four
0.63,0.62,-0.17,-0.44,317.0,879.0,875.0,835.0,924.0,four
0.64,0.62,-0.15,-0.42,290.0,881.0,891.0,860.0,970.0,four
0.65,0.63,-0.14,-0.41,301.0,885.0,898.0,851.0,975.0,four
0.66,0.63,-0.12,-0.39,260.0,874.0,917.0,871.0,995.0,four
0.66,0.64,-0.11,-0.37,256.0,876.0,918.0,906.0,1053.0,four
0.67,0.65,-0.1,-0.36,257.0,876.0,928.0,935.0,1041.0,four
0.68,0.64,-0.08,-0.33,241.0,883.0,912.0,928.0,1056.0,four
0.69,0.65,-0.07,-0.32,228.0,872.0,914.0,920.0,1045.0,four
0.68,0.66,-0.07,-0.31,221.0,872.0,917.0,935.0,1061.0,four
0.67,0.67,-0.06,-0.3,196.0,874.0,908.0,939.0,1020.0,four
0.66,0.68,-0.06,-0.3,194.0,869.0,918.0,935.0,974.0,four
0.66,0.69,-0.05,-0.3,166.0,858.0,900.0,932.0,938.0,four
0.65,0.69,-0.06,-0.31,148.0,850.0,931.0,932.0,908.0,four
0.64,0.7,-0.06,-0.31,136.0,840.0,927.0,934.0,920.0,four
0.64,0.7,-0.06,-0.31,134.0,839.0,917.0,911.0,909.0,four
0.64,0.7,-0.06,-0.31,144.0,836.0,900.0,906.0,862.0,four
0.64,0.7,-0.05,-0.31,145.0,831.0,904.0,916.0,898.0,four
0.64,0.7,-0.05,-0.31,143.0,830.0,894.0,916.0,893.0,four
0.65,0.7,-0.04,-0.31,151.0,850.0,902.0,915.0,911.0,four
0.65,0.69,-0.04,-0.31,166.0,864.0,895.0,914.0,914.0,four
0.65,0.69,-0.03,-0.3,247.0,880.0,920.0,914.0,951.0,four
0.65,0.7,-0.02,-0.3,419.0,884.0,914.0,929.0,983.0,four
0.66,0.69,-0.01,-0.29,654.0,904.0,915.0,921.0,980.0,four
0.67,0.68,-0.0,-0.29,981.0,901.0,901.0,911.0,985.0,four
0.67,0.68,-0.0,-0.28,939.0,892.0,900.0,888.0,977.0,four
0.67,0.69,0.0,-0.27,1036.0,892.0,904.0,880.0,958.0,four
0.67,0.69,0.01,-0.26,1084.0,895.0,905.0,879.0,919.0,four
0.67,0.7,0.01,-0.25,1091.0,915.0,915.0,880.0,922.0,four
0.67,0.7,0.01,-0.24,1075.0,915.0,931.0,883.0,908.0,four
0.67,0.71,0.02,-0.23,1065.0,911.0,908.0,871.0,919.0,four
0.67,0.71,0.01,-0.23,1056.0,918.0,921.0,898.0,940.0,four
0.66,0.72,0.01,-0.22,1079.0,922.0,924.0,900.0,962.0,four
0.65,0.73,0.02,-0.22,1061.0,914.0,911.0,887.0,961.0,four
0.65,0.73,0.02,-0.22,956.0,908.0,895.0,883.0,959.0,four
0.65,0.73,0.03,-0.22,868.0,913.0,894.0,878.0,937.0,four
0.65,0.73,0.03,-0.22,883.0,898.0,888.0,866.0,937.0,four
0.65,0.73,0.03,-0.22,752.0,899.0,900.0,869.0,916.0,four
0.65,0.73,0.04,-0.22,754.0,892.0,910.0,861.0,933.0,four
0.65,0.72,0.04,-0.22,575.0,879.0,894.0,865.0,945.0,four
0.65,0.72,0.05,-0.22,521.0,881.0,908.0,864.0,911.0,four
0.66,0.72,0.05,-0.22,514.0,877.0,898.0,853.0,906.0,four
0.66,0.72,0.05,-0.22,507.0,866.0,904.0,858.0,914.0,four
0.66,0.72,0.05,-0.22,492.0,863.0,918.0,855.0,906.0,four
0.66,0.72,0.05,-0.22,510.0,864.0,914.0,866.0,903.0,four
0.66,0.72,0.05,-0.22,495.0,859.0,910.0,864.0,919.0,four
0.66,0.72,0.04,-0.22,509.0,861.0,927.0,864.0,929.0,four
0.66,0.72,0.04,-0.22,486.0,856.0,930.0,869.0,914.0,four
0.66,0.72,0.04,-0.22,493.0,857.0,927.0,870.0,903.0,four
0.66,0.72,0.04,-0.22,479.0,853.0,924.0,860.0,908.0,four
0.66,0.72,0.04,-0.22,464.0,851.0,937.0,873.0,922.0,four
0.66,0.72,0.04,-0.21,484.0,843.0,935.0,874.0,922.0,four
0.66,0.72,0.04,-0.21,459.0,852.0,960.0,874.0,924.0,four
0.65,0.73,0.04,-0.21,435.0,854.0,945.0,864.0,925.0,four
0.65,0.73,0.04,-0.2,408.0,845.0,950.0,875.0,904.0,four
0.65,0.73,0.04,-0.2,386.0,842.0,951.0,874.0,909.0,four
0.65,0.73,0.04,-0.2,389.0,843.0,968.0,869.0,917.0,four
0.65,0.73,0.04,-0.2,375.0,850.0,978.0,876.0,920.0,four
0.65,0.73,0.04,-0.2,382.0,845.0,958.0,879.0,922.0,four
0.65,0.73,0.04,-0.2,383.0,849.0,955.0,878.0,920.0,four
0.65,0.73,0.04,-0.19,370.0,851.0,964.0,883.0,917.0,four
0.65,0.73,0.04,-0.19,376.0,844.0,960.0,885.0,930.0,four
0.65,0.74,0.03,-0.19,378.0,845.0,974.0,889.0,930.0,four
0.65,0.74,0.03,-0.19,391.0,854.0,971.0,887.0,929.0,four
0.65,0.74,0.03,-0.19,364.0,851.0,962.0,875.0,938.0,four
0.65,0.74,0.03,-0.19,333.0,849.0,961.0,883.0,972.0,four
0.64,0.74,0.02,-0.19,307.0,853.0,964.0,892.0,977.0,four
0.64,0.74,0.02,-0.19,325.0,850.0,964.0,884.0,980.0,four
0.64,0.74,0.02,-0.19,323.0,859.0,964.0,887.0,983.0,four
0.64,0.74,0.01,-0.2,303.0,858.0,951.0,896.0,967.0,four
0.64,0.74,-0.01,-0.2,313.0,858.0,971.0,916.0,964.0,four
0.64,0.74,-0.02,-0.2,322.0,858.0,968.0,920.0,969.0,four
0.63,0.74,-0.05,-0.21,250.0,857.0,971.0,915.0,991.0,four
0.63,0.75,-0.08,-0.22,232.0,866.0,967.0,910.0,979.0,four
0.62,0.74,-0.1,-0.22,234.0,884.0,974.0,921.0,975.0,four
0.63,0.74,-0.12,-0.23,242.0,890.0,982.0,905.0,961.0,four
0.63,0.73,-0.13,-0.23,266.0,866.0,954.0,907.0,925.0,four
0.64,0.72,-0.13,-0.24,273.0,851.0,942.0,897.0,901.0,four
0.65,0.71,-0.13,-0.24,246.0,849.0,931.0,894.0,901.0,four
0.66,0.7,-0.12,-0.25,238.0,846.0,937.0,894.0,904.0,four
0.67,0.68,-0.11,-0.27,231.0,850.0,932.0,892.0,901.0,four
0.68,0.68,-0.11,-0.27,235.0,844.0,927.0,896.0,908.0,four
0.68,0.67,-0.1,-0.28,233.0,840.0,912.0,882.0,912.0,four
0.68,0.67,-0.1,-0.28,236.0,836.0,917.0,880.0,906.0,four
0.68,0.67,-0.1,-0.28,234.0,831.0,920.0,874.0,885.0,four
0.68,0.68,-0.1,-0.28,231.0,835.0,918.0,876.0,885.0,four
0.67,0.68,-0.1,-0.28,234.0,845.0,912.0,869.0,888.0,four
0.67,0.68,-0.1,-0.28,230.0,856.0,910.0,887.0,882.0,four
0.67,0.68,-0.1,-0.28,258.0,854.0,898.0,883.0,893.0,four
0.67,0.68,-0.1,-0.28,288.0,852.0,901.0,878.0,893.0,four
0.67,0.68,-0.09,-0.28,297.0,837.0,901.0,871.0,874.0,four
0.67,0.68,-0.09,-0.28,280.0,845.0,898.0,866.0,864.0,four
0.67,0.68,-0.09,-0.28,284.0,858.0,912.0,873.0,867.0,four
0.67,0.68,-0.09,-0.28,271.0,857.0,914.0,882.0,924.0,four
0.68,0.68,-0.09,-0.28,270.0,871.0,920.0,876.0,920.0,four
0.68,0.68,-0.08,-0.28,284.0,853.0,915.0,876.0,909.0,four
0.68,0.68,-0.08,-0.28,269.0,858.0,922.0,879.0,904.0,four
0.67,0.68,-0.08,-0.28,267.0,861.0,920.0,878.0,901.0,four
0.67,0.68,-0.08,-0.28,277.0,861.0,917.0,871.0,904.0,four
0.67,0.68,-0.08,-0.28,263.0,853.0,905.0,874.0,895.0,four
0.67,0.68,-0.08,-0.28,247.0,856.0,904.0,870.0,895.0,four
0.67,0.69,-0.08,-0.28,268.0,858.0,912.0,873.0,924.0,four
0.67,0.68,-0.08,-0.28,254.0,851.0,917.0,884.0,954.0,four
0.67,0.68,-0.07,-0.29,244.0,849.0,897.0,889.0,966.0,four
0.67,0.68,-0.07,-0.29,252.0,851.0,910.0,894.0,909.0,four
0.67,0.67,-0.07,-0.29,231.0,851.0,895.0,878.0,925.0,four
0.68,0.67,-0.07,-0.29,222.0,852.0,907.0,882.0,930.0,four
0.68,0.66,-0.06,-0.3,210.0,866.0,930.0,878.0,935.0,four
0.69,0.66,-0.06,-0.3,204.0,869.0,928.0,875.0,935.0,four
0.69,0.66,-0.05,-0.3,196.0,864.0,924.0,896.0,917.0,four
0.69,0.65,-0.05,-0.3,196.0,859.0,920.0,865.0,930.0,four
0.7,0.65,-0.05,-0.3,203.0,859.0,907.0,867.0,888.0,four
0.7,0.65,-0.05,-0.3,201.0,866.0,912.0,866.0,901.0,four
0.7,0.65,-0.05,-0.29,191.0,859.0,914.0,894.0,883.0,four
0.69,0.66,-0.05,-0.29,186.0,860.0,910.0,882.0,891.0,four
0.69,0.66,-0.05,-0.28,192.0,851.0,895.0,869.0,877.0,four
0.69,0.66,-0.05,-0.28,190.0,859.0,895.0,860.0,862.0,four
0.69,0.67,-0.05,-0.28,193.0,859.0,891.0,851.0,846.0,four
0.69,0.67,-0.05,-0.28,196.0,859.0,900.0,855.0,848.0,four
0.69,0.67,-0.04,-0.28,196.0,859.0,892.0,853.0,841.0,four
0.68,0.67,-0.04,-0.28,186.0,863.0,905.0,866.0,840.0,four
0.68,0.67,-0.04,-0.28,197.0,854.0,888.0,869.0,858.0,four
0.68,0.68,-0.04,-0.28,202.0,858.0,890.0,853.0,843.0,four
0.68,0.68,-0.04,-0.28,204.0,857.0,887.0,855.0,841.0,four
0.68,0.68,-0.04,-0.28,213.0,854.0,901.0,853.0,835.0,four
0.68,0.68,-0.04,-0.28,207.0,856.0,892.0,848.0,840.0,four
0.68,0.67,-0.04,-0.28,204.0,849.0,878.0,847.0,829.0,four
0.68,0.68,-0.04,-0.27,193.0,854.0,888.0,847.0,825.0,four
0.68,0.67,-0.04,-0.27,186.0,850.0,884.0,841.0,838.0,four
0.68,0.68,-0.04,-0.27,194.0,853.0,880.0,851.0,851.0,four
0.68,0.68,-0.04,-0.27,183.0,857.0,881.0,846.0,861.0,four
0.68,0.68,-0.04,-0.27,185.0,850.0,898.0,870.0,867.0,four
0.69,0.68,-0.04,-0.27,182.0,856.0,908.0,884.0,875.0,four
0.69,0.68,-0.04,-0.26,178.0,860.0,898.0,897.0,895.0,four
